Tags,plainCocane,Joncrash,marisfredo,MommyGreen,RaguAndSalsa,CatJack0,Pain_Train821,milkerlover,Robur38
stats_minecraft:dropped_minecraft:leather_helmet,0,0,0,0,4,0,0,0,0
stats_minecraft:dropped_minecraft:lever,0,0,0,8,0,0,0,3,0
stats_minecraft:dropped_minecraft:light_blue_dye,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:light_gray_wool,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:lilac,1,0,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:lily_of_the_valley,0,0,0,0,0,6,0,0,0
stats_minecraft:dropped_minecraft:lily_pad,0,0,17,15,0,21,0,0,2
stats_minecraft:dropped_minecraft:magma_block,0,0,0,8,0,0,0,0,0
stats_minecraft:dropped_minecraft:melon_seeds,2,0,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:melon_slice,0,0,0,0,0,0,0,0,3
stats_minecraft:dropped_minecraft:minecart,0,0,0,10,0,0,0,0,0
stats_minecraft:dropped_minecraft:moss_block,0,0,0,0,0,1,0,0,0
stats_minecraft:dropped_minecraft:moss_carpet,0,0,0,0,0,27,0,0,0
stats_minecraft:dropped_minecraft:mossy_cobblestone,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:mossy_stone_bricks,0,0,0,7,0,0,0,0,0
stats_minecraft:dropped_minecraft:music_disc_13,0,0,2,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:music_disc_cat,0,0,1,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:mutton,5,0,0,0,0,6,0,0,0
stats_minecraft:dropped_minecraft:name_tag,0,0,1,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:nether_brick,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:nether_brick_fence,0,0,0,13,0,0,0,0,0
stats_minecraft:dropped_minecraft:nether_bricks,0,0,0,16,0,1,0,0,1
stats_minecraft:dropped_minecraft:nether_gold_ore,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:nether_wart,0,0,0,2,2,0,0,0,0
stats_minecraft:dropped_minecraft:nether_wart_block,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:netherite_ingot,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:netherite_pickaxe,0,0,1,3,0,0,0,1,4
stats_minecraft:dropped_minecraft:netherite_shovel,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:netherite_sword,0,0,0,1,0,0,0,4,0
stats_minecraft:dropped_minecraft:netherrack,0,0,86,4331,0,6,0,3774,3302
stats_minecraft:dropped_minecraft:oak_boat,0,1,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:oak_door,0,0,0,0,0,0,0,2,0
stats_minecraft:dropped_minecraft:oak_fence,1,5,1,3,0,0,0,13,0
stats_minecraft:dropped_minecraft:oak_log,0,0,0,64,0,0,0,0,0
stats_minecraft:dropped_minecraft:oak_planks,0,0,0,106,0,74,0,0,0
stats_minecraft:dropped_minecraft:oak_sapling,0,0,7,0,0,1,0,0,3
stats_minecraft:dropped_minecraft:oak_sign,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:oak_trapdoor,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:observer,0,0,0,18,0,0,0,0,0
stats_minecraft:dropped_minecraft:obsidian,1,0,0,131,0,2,0,0,0
stats_minecraft:dropped_minecraft:orange_terracotta,0,0,0,0,0,3,0,0,0
stats_minecraft:dropped_minecraft:packed_ice,0,0,0,64,0,0,0,0,0
stats_minecraft:dropped_minecraft:paper,0,0,0,0,0,1,0,0,0
stats_minecraft:dropped_minecraft:peony,1,0,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:pointed_dripstone,0,0,0,0,0,4,0,0,0
stats_minecraft:dropped_minecraft:poisonous_potato,0,0,0,1,0,1,0,0,0
stats_minecraft:dropped_minecraft:polished_andesite,0,0,0,0,0,0,0,2,0
stats_minecraft:dropped_minecraft:polished_blackstone_bricks,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:polished_deepslate,0,0,0,0,0,0,0,24,0
stats_minecraft:dropped_minecraft:polished_deepslate_wall,0,0,0,0,0,0,0,2,0
stats_minecraft:dropped_minecraft:polished_diorite,0,0,0,67,0,0,0,0,0
stats_minecraft:dropped_minecraft:polished_diorite_stairs,0,0,0,8,0,0,0,0,0
stats_minecraft:dropped_minecraft:polished_granite,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:polished_granite_slab,0,0,0,0,0,0,0,0,2
stats_minecraft:dropped_minecraft:poppy,2,0,0,3,0,0,2,1,0
stats_minecraft:dropped_minecraft:porkchop,5,4,0,6,0,0,0,0,3
stats_minecraft:dropped_minecraft:potion,0,0,0,5,0,0,0,3,8
stats_minecraft:dropped_minecraft:prismarine_shard,0,0,0,0,0,0,0,0,2
stats_minecraft:dropped_minecraft:pumpkin,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:pumpkin_pie,0,0,0,6,0,0,0,0,0
stats_minecraft:dropped_minecraft:pumpkin_seeds,2,4,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:purple_bed,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:purple_dye,0,0,0,0,0,0,0,0,8
stats_minecraft:dropped_minecraft:purpur_block,0,0,0,36,0,0,0,0,0
stats_minecraft:dropped_minecraft:purpur_pillar,0,0,0,10,0,0,0,0,0
stats_minecraft:dropped_minecraft:purpur_slab,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:quartz,0,0,0,29,0,0,0,0,239
stats_minecraft:dropped_minecraft:rabbit,0,0,0,0,0,2,0,0,0
stats_minecraft:dropped_minecraft:rabbit_foot,0,0,0,0,0,3,0,0,0
stats_minecraft:dropped_minecraft:rabbit_hide,0,0,0,2,1,1,0,0,0
stats_minecraft:dropped_minecraft:rail,0,0,0,1,0,0,0,26,0
stats_minecraft:dropped_minecraft:raw_copper,0,0,0,15,0,0,2,2,0
stats_minecraft:dropped_minecraft:raw_iron,0,0,0,7,0,0,3,9,0
stats_minecraft:dropped_minecraft:redstone,0,0,0,550,0,0,0,109,0
stats_minecraft:dropped_minecraft:redstone_block,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:redstone_ore,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:redstone_torch,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:rotten_flesh,2,17,54,2216,0,8,2,6718,348
stats_minecraft:dropped_minecraft:saddle,0,0,0,1,0,0,0,1,0
stats_minecraft:dropped_minecraft:salmon,0,0,1,7,0,9,0,0,0
stats_minecraft:dropped_minecraft:sand,3,0,0,2603,1,78,6,0,1
stats_minecraft:dropped_minecraft:sandstone,0,0,0,42,0,1,0,1,16
stats_minecraft:dropped_minecraft:seagrass,0,0,6,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:shears,0,1,1,7,0,0,0,0,0
stats_minecraft:dropped_minecraft:shield,1,6,0,1,0,0,1,0,0
stats_minecraft:dropped_minecraft:shulker_box,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:slime_ball,0,0,0,1,0,0,0,0,18
stats_minecraft:dropped_minecraft:slime_block,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:smooth_basalt,0,0,0,1,0,4,0,0,0
stats_minecraft:dropped_minecraft:smooth_quartz_slab,0,0,0,43,0,0,0,0,0
stats_minecraft:dropped_minecraft:smooth_sandstone,0,4,2,12,0,0,0,0,0
stats_minecraft:dropped_minecraft:smooth_sandstone_stairs,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:smooth_stone,0,0,0,10,0,0,0,0,0
stats_minecraft:dropped_minecraft:snow_block,0,0,0,0,0,0,0,0,194
stats_minecraft:dropped_minecraft:snowball,0,0,0,0,0,0,0,0,16
stats_minecraft:dropped_minecraft:soul_sand,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:soul_soil,0,0,0,0,0,0,0,0,11
stats_minecraft:dropped_minecraft:spider_eye,0,4,1,87,0,4,0,1,1
stats_minecraft:dropped_minecraft:splash_potion,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:spruce_boat,1,2,0,5,1,0,1,1,11
stats_minecraft:dropped_minecraft:spruce_button,0,0,0,0,0,0,0,5,0
stats_minecraft:dropped_minecraft:spruce_fence,0,0,0,0,0,0,0,6,1
stats_minecraft:dropped_minecraft:spruce_fence_gate,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:spruce_log,0,0,0,116,0,0,0,0,0
stats_minecraft:dropped_minecraft:spruce_planks,0,0,0,172,0,1,1,4,0
stats_minecraft:dropped_minecraft:spruce_pressure_plate,0,0,0,64,0,0,0,0,0
stats_minecraft:dropped_minecraft:spruce_sapling,0,0,15,1,0,0,0,2,0
stats_minecraft:dropped_minecraft:spruce_sign,0,0,0,1,0,2,0,0,0
stats_minecraft:dropped_minecraft:spruce_slab,0,0,0,17,0,1,0,0,0
stats_minecraft:dropped_minecraft:spruce_stairs,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:spruce_trapdoor,0,0,0,23,0,0,0,0,0
stats_minecraft:dropped_minecraft:spyglass,3,0,0,1,1,0,0,0,0
stats_minecraft:dropped_minecraft:stick,32,0,29,113,1,12,0,11,12
stats_minecraft:dropped_minecraft:stone,0,0,0,38,0,0,0,0,3
stats_minecraft:dropped_minecraft:stone_axe,0,4,1,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_brick_slab,0,0,0,8,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_brick_stairs,0,0,0,11,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_bricks,1,0,0,12,0,0,1,0,64
stats_minecraft:dropped_minecraft:stone_button,0,0,0,3,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_hoe,0,0,0,5,0,1,0,0,2
stats_minecraft:dropped_minecraft:stone_pickaxe,0,1,2,48,0,0,0,0,7
stats_minecraft:dropped_minecraft:stone_pressure_plate,0,0,0,1,0,4,0,0,0
stats_minecraft:dropped_minecraft:stone_shovel,0,8,4,46,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_slab,0,0,0,8,0,0,0,0,2
stats_minecraft:dropped_minecraft:stone_stairs,0,0,0,4,0,0,0,0,0
stats_minecraft:dropped_minecraft:stone_sword,0,4,0,7,5,0,0,0,0
stats_minecraft:dropped_minecraft:string,0,1,4,16,0,33,12,2,1
stats_minecraft:dropped_minecraft:stripped_acacia_log,0,1,2,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:stripped_spruce_log,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:sugar,0,0,0,3,0,0,0,2,0
stats_minecraft:dropped_minecraft:sugar_cane,3,6,0,8,0,17,0,4,59
stats_minecraft:dropped_minecraft:sunflower,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:suspicious_stew,0,0,0,0,0,2,0,1,0
stats_minecraft:dropped_minecraft:sweet_berries,0,0,0,7,0,0,0,0,0
stats_minecraft:dropped_minecraft:terracotta,0,0,0,1,0,0,0,0,0
stats_minecraft:dropped_minecraft:torch,59,155,115,276,0,10,110,11,2
stats_minecraft:dropped_minecraft:totem_of_undying,2,0,0,12,1,0,0,1,1
stats_minecraft:dropped_minecraft:tripwire_hook,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:tuff,0,0,0,1,0,1,0,16,0
stats_minecraft:dropped_minecraft:water_bucket,0,1,1,0,0,0,0,1,1
stats_minecraft:dropped_minecraft:weeping_vines,0,0,0,3,0,0,0,2,0
stats_minecraft:dropped_minecraft:wheat,0,1,0,71,3,0,0,0,0
stats_minecraft:dropped_minecraft:wheat_seeds,0,67,113,539,0,677,0,250,23
stats_minecraft:dropped_minecraft:white_banner,0,1,0,69,0,0,0,3,7
stats_minecraft:dropped_minecraft:white_bed,0,1,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:white_carpet,0,0,0,0,0,2,0,0,0
stats_minecraft:dropped_minecraft:white_dye,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:white_wool,0,0,0,32,1,0,0,0,0
stats_minecraft:dropped_minecraft:wooden_axe,0,0,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:wooden_hoe,0,0,0,0,0,0,0,0,1
stats_minecraft:dropped_minecraft:wooden_pickaxe,0,1,0,0,0,0,0,1,0
stats_minecraft:dropped_minecraft:wooden_sword,0,1,0,0,0,0,0,0,0
stats_minecraft:dropped_minecraft:yellow_bed,0,0,0,2,0,0,0,0,0
stats_minecraft:dropped_minecraft:yellow_stained_glass,1,0,0,0,0,0,0,0,0
stats_minecraft:killed_by_minecraft:blaze,0,0,0,0,0,0,0,0,1
stats_minecraft:killed_by_minecraft:cave_spider,0,1,0,0,0,0,0,0,0
stats_minecraft:killed_by_minecraft:creeper,1,1,1,1,0,0,2,1,3
stats_minecraft:killed_by_minecraft:ender_dragon,2,0,0,0,0,0,0,0,0
stats_minecraft:killed_by_minecraft:enderman,3,0,1,0,1,0,4,0,0
stats_minecraft:killed_by_minecraft:endermite,1,0,0,0,0,0,0,0,0
stats_minecraft:killed_by_minecraft:guardian,0,0,0,0,0,0,0,0,2
stats_minecraft:killed_by_minecraft:hoglin,0,0,0,0,0,0,2,0,0
stats_minecraft:killed_by_minecraft:iron_golem,0,0,0,0,0,0,1,0,0
stats_minecraft:killed_by_minecraft:piglin,0,0,0,0,0,0,1,0,2
stats_minecraft:killed_by_minecraft:pillager,0,0,1,0,0,0,0,0,0
stats_minecraft:killed_by_minecraft:player,3,0,0,0,24,1,10,0,0
stats_minecraft:killed_by_minecraft:ravager,0,0,3,0,0,0,0,0,2
stats_minecraft:killed_by_minecraft:skeleton,0,1,2,0,3,0,1,2,0
stats_minecraft:killed_by_minecraft:spider,0,0,0,0,0,0,2,0,0
stats_minecraft:killed_by_minecraft:vex,0,0,0,0,0,0,0,0,1
stats_minecraft:killed_by_minecraft:vindicator,0,0,1,0,0,0,0,0,3
stats_minecraft:killed_by_minecraft:witch,0,0,0,0,1,0,2,0,0
stats_minecraft:killed_by_minecraft:zombie,0,1,3,0,0,1,0,1,2
stats_minecraft:killed_by_minecraft:zombified_piglin,0,0,0,0,0,0,0,2,1
stats_minecraft:killed_minecraft:axolotl,0,0,4,0,0,0,0,0,0
stats_minecraft:killed_minecraft:bat,0,8,2,0,0,0,0,0,0
stats_minecraft:killed_minecraft:blaze,8,0,0,922,0,0,0,31,99
stats_minecraft:killed_minecraft:cat,0,0,0,1,0,0,0,0,0
stats_minecraft:killed_minecraft:cave_spider,0,18,12,0,0,0,0,0,0
stats_minecraft:killed_minecraft:chicken,1,3,45,4,1,4,0,0,0
stats_minecraft:killed_minecraft:cod,0,0,0,0,0,0,0,0,29
stats_minecraft:killed_minecraft:cow,55,10,126,331,15,128,1,25,1
stats_minecraft:killed_minecraft:creeper,5,5,5,100,0,14,0,10,14
stats_minecraft:killed_minecraft:drowned,0,1,0,63,0,0,1,2,0
stats_minecraft:killed_minecraft:elder_guardian,0,0,0,0,0,0,0,0,3
stats_minecraft:killed_minecraft:ender_dragon,0,0,0,1,0,0,0,0,0
stats_minecraft:killed_minecraft:enderman,14,0,0,386,0,4,5,0,2
stats_minecraft:killed_minecraft:endermite,0,0,0,2,0,1,0,0,0
stats_minecraft:killed_minecraft:evoker,0,0,0,237,0,3,0,82,18
stats_minecraft:killed_minecraft:ghast,0,0,0,10,0,0,0,0,1
stats_minecraft:killed_minecraft:glow_squid,0,0,1,7,0,0,0,0,2
stats_minecraft:killed_minecraft:guardian,0,0,0,0,0,0,0,0,15
stats_minecraft:killed_minecraft:hoglin,4,1,0,36,0,0,0,31,17
stats_minecraft:killed_minecraft:horse,0,0,16,0,0,0,0,0,1
stats_minecraft:killed_minecraft:husk,0,3,0,51,1,9,0,0,11
stats_minecraft:killed_minecraft:iron_golem,0,0,0,4,0,0,1,0,0
stats_minecraft:killed_minecraft:magma_cube,0,0,0,23,0,0,0,0,1
stats_minecraft:killed_minecraft:phantom,0,0,0,0,0,0,0,1,1
stats_minecraft:killed_minecraft:pig,2,4,132,16,1,13,0,0,0
stats_minecraft:killed_minecraft:piglin,0,1,0,60,0,0,0,59,8
stats_minecraft:killed_minecraft:pillager,6,24,23,3539,3,74,0,1227,283
stats_minecraft:killed_minecraft:polar_bear,0,0,0,1,0,0,0,0,0
stats_minecraft:killed_minecraft:rabbit,0,3,0,0,1,42,0,0,0
stats_minecraft:killed_minecraft:ravager,0,1,0,1,0,0,0,1,1
stats_minecraft:killed_minecraft:salmon,0,68,44,148,1,3,0,0,0
stats_minecraft:killed_minecraft:sheep,9,5,147,171,9,16,1,0,0
stats_minecraft:killed_minecraft:shulker,6,0,0,91,0,0,0,0,0
stats_minecraft:killed_minecraft:silverfish,0,0,0,3,0,0,0,0,0
stats_minecraft:killed_minecraft:skeleton,8,27,60,161,2,42,0,33,30
stats_minecraft:killed_minecraft:slime,0,0,0,30,0,0,0,0,2
stats_minecraft:killed_minecraft:spider,3,7,19,82,0,32,2,8,11
stats_minecraft:killed_minecraft:squid,0,6,10,2,0,6,0,10,119
stats_minecraft:killed_minecraft:trader_llama,0,0,2,6,0,0,0,0,6
stats_minecraft:killed_minecraft:turtle,0,0,1,0,0,0,0,0,0
stats_minecraft:killed_minecraft:vex,0,0,0,2,0,0,0,0,0
stats_minecraft:killed_minecraft:villager,0,0,1,0,0,0,0,0,0
stats_minecraft:killed_minecraft:vindicator,0,5,0,1698,0,22,0,587,132
stats_minecraft:killed_minecraft:wandering_trader,0,0,0,3,0,0,0,0,3
stats_minecraft:killed_minecraft:witch,0,1,1,591,0,7,1,214,51
stats_minecraft:killed_minecraft:wither,0,0,0,1,0,0,0,0,0
stats_minecraft:killed_minecraft:wither_skeleton,0,0,0,77,0,0,0,0,0
stats_minecraft:killed_minecraft:zombie,6,17,53,213,3,32,0,34,54
stats_minecraft:killed_minecraft:zombie_villager,0,1,2,4,0,0,0,1,0
stats_minecraft:killed_minecraft:zombified_piglin,607,0,144,3961,0,0,0,3794,457
stats_minecraft:mined_minecraft:acacia_door,0,0,0,1,0,3,0,0,0
stats_minecraft:mined_minecraft:acacia_fence,0,4,3,0,0,0,0,0,7
stats_minecraft:mined_minecraft:acacia_fence_gate,0,0,7,0,0,0,0,0,0
stats_minecraft:mined_minecraft:acacia_leaves,3,279,148,19,0,29,0,4,33
stats_minecraft:mined_minecraft:acacia_log,4,137,660,24,0,50,0,80,136
stats_minecraft:mined_minecraft:acacia_planks,0,3,370,0,0,0,0,705,1
stats_minecraft:mined_minecraft:acacia_sapling,0,4,0,0,0,4,0,0,0
stats_minecraft:mined_minecraft:acacia_sign,0,0,3,0,0,0,0,0,0
stats_minecraft:mined_minecraft:acacia_slab,0,0,107,0,0,0,0,0,2
stats_minecraft:mined_minecraft:acacia_stairs,0,0,201,0,0,0,0,0,4
stats_minecraft:mined_minecraft:acacia_trapdoor,0,0,117,0,0,0,0,1,0
stats_minecraft:mined_minecraft:acacia_wall_sign,0,0,15,0,0,0,0,1,0
stats_minecraft:mined_minecraft:acacia_wood,0,0,0,2,0,0,0,0,0
stats_minecraft:mined_minecraft:amethyst_block,0,124,394,917,54,13,0,0,0
stats_minecraft:mined_minecraft:amethyst_cluster,0,2,10,9,0,0,0,0,0
stats_minecraft:mined_minecraft:ancient_debris,0,0,1,32,0,0,0,28,8
stats_minecraft:mined_minecraft:andesite,44,144,783,979,0,567,35,135,892
stats_minecraft:mined_minecraft:anvil,0,0,2,2,0,0,0,1,1
stats_minecraft:mined_minecraft:attached_pumpkin_stem,0,0,10,0,0,5,0,0,0
stats_minecraft:mined_minecraft:azalea,0,0,0,2,0,21,0,0,0
stats_minecraft:mined_minecraft:azalea_leaves,0,0,0,0,0,77,0,0,0
stats_minecraft:mined_minecraft:azure_bluet,0,4,44,0,0,1,0,0,16
stats_minecraft:mined_minecraft:bamboo,0,0,35,298,0,227,0,0,0
stats_minecraft:mined_minecraft:bamboo_sapling,0,0,6,0,0,2,0,0,0
stats_minecraft:mined_minecraft:barrel,0,1,53,0,0,31,0,0,0
stats_minecraft:mined_minecraft:basalt,0,0,0,69,0,0,0,0,3407
stats_minecraft:mined_minecraft:beacon,0,0,0,8,0,0,0,0,0
stats_minecraft:mined_minecraft:bee_nest,0,0,2,14,0,0,0,0,0
stats_minecraft:mined_minecraft:beehive,0,1,1,31,0,0,0,0,0
stats_minecraft:mined_minecraft:beetroots,0,6,46,0,0,482,0,0,0
stats_minecraft:mined_minecraft:bell,0,2,2,7,0,3,0,0,0
stats_minecraft:mined_minecraft:birch_door,0,0,19,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_fence,0,0,5,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_leaves,30,78,243,64,0,45,0,6,13
stats_minecraft:mined_minecraft:birch_log,12,13,380,64,0,124,0,17,41
stats_minecraft:mined_minecraft:birch_planks,0,0,16,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_pressure_plate,0,0,6,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_sapling,0,1,1,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_slab,0,0,6,0,0,1,0,0,0
stats_minecraft:mined_minecraft:birch_stairs,0,0,2,0,0,37,0,0,0
stats_minecraft:mined_minecraft:birch_trapdoor,0,0,74,0,0,0,0,0,0
stats_minecraft:mined_minecraft:birch_wall_sign,0,0,0,0,0,3,0,0,0
stats_minecraft:mined_minecraft:black_banner,0,0,0,0,0,0,0,1,2
stats_minecraft:mined_minecraft:black_bed,0,0,0,0,0,0,0,0,9
stats_minecraft:mined_minecraft:black_carpet,0,0,10,0,0,0,0,0,0
stats_minecraft:mined_minecraft:black_concrete,0,0,57,0,0,0,0,0,0
stats_minecraft:mined_minecraft:black_concrete_powder,0,0,4,0,0,0,0,0,0
stats_minecraft:mined_minecraft:black_shulker_box,0,0,0,25,0,0,0,0,0
stats_minecraft:mined_minecraft:black_stained_glass,0,0,0,69,0,0,0,181,89
stats_minecraft:mined_minecraft:black_stained_glass_pane,0,0,0,0,0,0,0,0,2
stats_minecraft:mined_minecraft:black_wall_banner,0,0,1,0,0,0,0,0,1
stats_minecraft:mined_minecraft:black_wool,0,0,0,0,0,2,0,0,0
stats_minecraft:mined_minecraft:blackstone,0,0,152,342,0,0,0,138,728
stats_minecraft:mined_minecraft:blackstone_slab,0,0,0,78,0,0,0,0,0
stats_minecraft:mined_minecraft:blackstone_wall,0,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:blast_furnace,0,0,1,4,0,4,0,0,0
stats_minecraft:mined_minecraft:blue_bed,0,0,0,34,0,0,0,0,0
stats_minecraft:mined_minecraft:blue_concrete,0,0,0,0,0,0,0,0,515
stats_minecraft:mined_minecraft:blue_ice,0,0,0,120,0,0,0,1,522
stats_minecraft:mined_minecraft:blue_orchid,0,1,33,0,0,0,0,0,0
stats_minecraft:mined_minecraft:blue_shulker_box,0,0,0,44,0,0,0,0,0
stats_minecraft:mined_minecraft:blue_stained_glass,0,0,0,0,0,0,0,0,1
stats_minecraft:mined_minecraft:blue_terracotta,0,1,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:bone_block,0,0,0,0,0,0,0,35,0
stats_minecraft:mined_minecraft:bookshelf,0,0,67,35,0,2,0,17,9
stats_minecraft:mined_minecraft:brewing_stand,0,0,0,0,0,7,0,0,2
stats_minecraft:mined_minecraft:brick_slab,0,0,0,0,0,168,0,0,0
stats_minecraft:mined_minecraft:bricks,0,0,0,0,0,1,0,0,0
stats_minecraft:mined_minecraft:brown_carpet,0,0,7,0,0,0,0,0,0
stats_minecraft:mined_minecraft:brown_mushroom,0,0,1,0,0,0,0,0,7
stats_minecraft:mined_minecraft:brown_mushroom_block,0,0,0,0,0,0,0,44,45
stats_minecraft:mined_minecraft:brown_terracotta,0,0,0,0,0,0,0,0,17
stats_minecraft:mined_minecraft:brown_wool,0,0,5,0,0,0,0,0,0
stats_minecraft:mined_minecraft:budding_amethyst,0,17,32,12,0,2,0,0,0
stats_minecraft:mined_minecraft:cactus,3,7,0,9,3,10,0,0,12
stats_minecraft:mined_minecraft:cake,0,0,0,0,1,0,0,0,0
stats_minecraft:mined_minecraft:calcite,0,30,860,766,1,2,0,0,0
stats_minecraft:mined_minecraft:campfire,0,0,5,6,0,6,0,0,0
stats_minecraft:mined_minecraft:carrots,0,6,117,301,25,852,0,34,267
stats_minecraft:mined_minecraft:cartography_table,0,0,1,3,0,3,0,0,0
stats_minecraft:mined_minecraft:carved_pumpkin,0,5,22,35,0,0,0,1,5
stats_minecraft:mined_minecraft:cauldron,0,0,7,3,0,0,0,0,0
stats_minecraft:mined_minecraft:cave_vines,0,0,0,2,0,10,0,0,0
stats_minecraft:mined_minecraft:cave_vines_plant,0,0,0,0,0,16,0,0,0
stats_minecraft:mined_minecraft:chain,0,0,29,0,0,0,0,0,0
stats_minecraft:mined_minecraft:chest,0,3,88,206,0,54,0,11,79
stats_minecraft:mined_minecraft:chipped_anvil,0,0,0,1,0,0,0,0,1
stats_minecraft:mined_minecraft:chiseled_deepslate,0,0,17,6,0,0,0,0,0
stats_minecraft:mined_minecraft:chiseled_polished_blackstone,0,0,0,1,0,0,0,0,0
stats_minecraft:mined_minecraft:chiseled_quartz_block,0,0,0,4,0,0,0,10,0
stats_minecraft:mined_minecraft:chiseled_sandstone,0,0,8,1,0,9,0,0,0
stats_minecraft:mined_minecraft:chiseled_stone_bricks,0,0,2,0,0,0,0,0,2
stats_minecraft:mined_minecraft:chorus_plant,4,0,0,4,0,0,0,0,0
stats_minecraft:mined_minecraft:clay,0,0,51,0,0,664,0,0,132
stats_minecraft:mined_minecraft:coal_block,0,1,0,0,0,0,0,0,0
stats_minecraft:mined_minecraft:coal_ore,103,258,2011,1464,31,461,25,257,954
stats_minecraft:mined_minecraft:coarse_dirt,0,0,0,5,0,36,0,0,0
stats_minecraft:mined_minecraft:cobbled_deepslate,1,4,135,59,0,15,0,14,0
stats_minecraft:mined_minecraft:cobbled_deepslate_slab,0,0,263,0,0,0,0,0,0
stats_minecraft:mined_minecraft:cobbled_deepslate_stairs,0,0,127,0,0,0,0,0,0
stats_minecraft:mined_minecraft:cobbled_deepslate_wall,0,0,100,0,0,0,0,0,0
stats_minecraft:mined_minecraft:cobblestone,77,59,137,1124,0,161,1,345,341
stats_minecraft:mined_minecraft:cobblestone_slab,0,0,0,11,0,0,0,26,0
stats_minecraft:mined_minecraft:cobblestone_stairs,0,0,0,3,0,0,0,0,0
stats_minecraft:mined_minecraft:cobblestone_wall,0,0,0,7,0,7,0,0,7
stats_minecraft:mined_minecraft:cobweb,8,141,297,27,9,0,0,4,5
stats_minecraft:mined_minecraft:cocoa,0,0,3,0,0,8,0,0,57
stats_minecraft:mined_minecraft:comparator,0,0,0,33,0,0,0,3,17
stats_minecraft:mined_minecraft:composter,0,0,22,50,0,16,0,0,0
stats_minecraft:mined_minecraft:copper_ore,37,20,270,203,16,64,0,58,94
stats_minecraft:mined_minecraft:cornflower,1,16,59,5,1,7,0,2,98
stats_minecraft:mined_minecraft:cracked_polished_blackstone_bricks,0,0,0,5,0,0,0,0,0
stats_minecraft:mined_minecraft:cracked_stone_bricks,0,0,0,12,0,0,0,5,0
stats_minecraft:mined_minecraft:crafting_table,1,9,36,77,1,23,0,15,16
stats_minecraft:mined_minecraft:crimson_fungus,0,0,0,0,0,0,0,1,0
stats_minecraft:mined_minecraft:crimson_nylium,7,0,0,89,0,0,0,81,27
